Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
51634.798,5.418,4.891,3.16,18998.855,334485.1931,"882 Tyrone Via
Stewartton, OH 41489-9900"
64795.527,5.303,6.612,4.46,46056.806,1096912.036,"8607 Tiffany Union
Evansborough, FL 16263-5128"
79158.818,6.047,8.691,5.44,31766.026,1628830.08,"058 Christine Stream
Benjaminmouth, FM 71795-4614"
55698.465,5.185,7.356,3.1,42235.064,762402.1788,"8579 Shawn Heights
Port Johnview, MA 82008"
50005.274,4.267,6.547,4.3,26145.518,304239.2824,"PSC 9213, Box 0445
APO AP 22996"
46449.626,6.573,5.668,4.24,55176.203,880214.2119,"8535 Brenda Glen
Lopezchester, NC 08675-3971"
65068.555,4.71,6.456,2.31,29647.564,691941.3966,"854 Jessica Junction Suite 225
North Elizabethmouth, RI 11478-9460"
57889.33,5.076,6.61,4,27588.356,578593.5339,"08356 Franco Glen Apt. 405
Leeberg, WA 61075"
86962.958,6.52,5.332,4.17,50350.959,1798521.605,"USS Taylor
FPO AA 80749"
62921.418,6.098,7.662,6.4,32152.471,1086735.913,"49259 Holland Locks Apt. 841
East Juanside, SD 05880"
77020.33,5.074,5.859,3.23,25332.007,936553.7043,"66976 Michael Lights Suite 737
Ballberg, PW 44138"
50578.721,5.878,5.986,4.08,41306.347,789632.6932,"99611 Nathaniel Plains
Lake Brettshire, PW 09342-6996"
71905.137,4.591,5.977,3.43,14297.439,738431.8311,"958 Randall Station Suite 343
Cheyennefurt, ND 59313"
86393.77,4.21,5.85,4.29,33687.299,1254912.463,"43669 Jeanette Tunnel
Lake Curtis, NY 42689-5623"
83846.267,6.512,6.68,3.35,30488.578,1566253.096,"4578 Kelly Fields
West Sarahchester, WV 13513"
39653.77,5.205,6.952,2.32,40275.599,395901.2501,"58979 Jimmy Place Apt. 907
East Bryanbury, MN 53535"
67821.027,5.677,7.214,6.17,28294.615,1028966.368,"14419 Megan Junctions
South Chelsea, IL 61758-7145"
71555.209,7.256,9.467,4.32,30874.757,1816152.267,"63917 Figueroa Oval Suite 164
Mathewstad, IL 13504"
70591.174,6.74,8.101,3.48,30531.873,1459540.133,"Unit 1293 Box 9750
DPO AE 75985-4473"
80182.093,3.739,9.655,3.37,15090.851,1223261.462,"7376 Eric Knoll
West Kevinberg, IA 73324-3686"
65122.202,4.535,7.88,4.35,42561.85,1272180.197,"57749 Garza View Suite 141
New Hannahborough, VT 84512"
63630.608,5.414,7.39,5.17,23129.116,933306.2877,"PSC 2588, Box 3794
APO AA 05378"
69886.449,6.91,6.031,2.18,22959.362,1130108.023,"56973 Wright Cliff Apt. 133
Melodyburgh, AR 33802"
87595.603,5.447,7.818,3.33,43681.828,1795428.774,"57004 Michael Stravenue Suite 982
Porterberg, WY 81823"
54629.086,4.114,6.947,2.35,55495.032,911901.1553,"9875 Nancy Stream
Lindseyton, WA 74817"
59464.018,5.748,7.028,3.29,33026.124,874572.1627,"53276 Lee Common Suite 424
South Lisa, NE 01718-4381"
68891.124,4.225,6.278,4.44,41435.124,840682.6089,"5047 Petersen Fork
Yvonnemouth, VA 10518-4974"
87847.028,6.599,7.592,6.5,24344.818,1473071.954,"6437 Schmidt Mountains
Crystalbury, OK 56029-6567"
56030.475,5.03,7.933,3.19,46255.541,887016.9764,"4959 Roth Ferry
Port Robert, KY 90147-8962"
74087.075,6.644,5.809,2.19,30709.757,1102062.098,"148 Jeffrey Highway
Port Jenniferside, OR 22136-1566"
81406.074,5.966,6.059,2.26,46645.198,1473372.164,"09812 Lam Bypass
North Patrickmouth, UT 91064-8378"
71178.051,4.982,7.606,6.26,37655.522,1092701.392,"37958 Sanchez Turnpike
South Richardport, CO 03903"
61818.62,6.779,6.526,2.37,25120.299,1044999.343,"557 Jeffrey Fall Apt. 271
Wardtown, OR 44694"
71930.61,4.494,6.762,4.18,23234.269,943668.4824,"231 Hensley View Suite 751
Hatfieldview, MD 22733"
64552.645,5.981,7.79,3.05,48667.35,1535781.394,"30877 Randy Lodge Suite 908
Bankstown, UT 40819"
89687.485,5.823,7.476,3.44,33767.334,1742350.962,"PSC 9259, Box 7291
APO AA 89981-7749"
62972.079,6.478,6.832,3.22,25243.86,1158171.725,"25113 Conway Brooks
Vasquezton, FL 47149"
66565.729,6.634,6.018,3.49,50182.398,1585348.095,"914 Williamson Isle Apt. 981
East Heathershire, WA 11989"
76187.273,6.156,7.166,3.32,45084.394,1618721.138,"207 Dillon Knolls
Port Jesseburgh, FM 27308"
71663.056,4.912,7.212,5,39241.82,1228532.301,"05757 Oconnor Fields Suite 769
East Sarah, MP 54966-0420"
57139.29,5.036,5.705,3.42,38266.654,832536.8854,"674 Bailey Lodge Suite 415
Frazierbury, NV 16123"
67907.473,6.719,7.08,6.43,35538.324,1273120.259,"75891 Reese Tunnel Apt. 772
Port Amanda, PR 46259"
64969.631,5.67,6.074,3.4,35237.453,899186.1569,"77080 Sarah Divide
Davidview, HI 44093"
63082.493,5.648,5.601,3.1,19151.021,615555.4936,"440 John Spring Suite 275
Port Victorside, NH 78659"
53917.872,3.824,7.361,4.33,44916.291,679922.2521,"7988 Kramer Road
East Erin, FL 62622-4958"
64753.729,6.307,6.442,2.47,46411.168,1511839.355,"USCGC Foster
FPO AA 47429-6537"
66404.597,6.576,6.713,3.5,39236.035,1168845.815,"660 Terri Mountains Apt. 270
New Mary, MH 35205-2457"
78398.722,4.978,6.042,2.2,27167.287,1151406.784,"9422 Samuel Station
Jamesside, WV 54275"
54293.439,4.772,9.802,3.26,35079.83,891661.6959,"44863 Derek Station
Paulton, GA 56946"
70763.248,5.19,7.058,6.26,35279.236,1055417.658,"4828 Megan Summit Suite 152
Anthonyberg, NE 63643"
74158.672,4.942,7.585,3.44,41003.956,1336858.51,"Unit 9060 Box 7328
DPO AA 09770-7230"
79498.394,6.988,5.955,2.34,41484.508,1632943.349,"43119 Julia Street Suite 420
Jorgebury, MS 26196"
73274.193,6.642,8.839,5.32,33215.537,1590336.417,"22503 Rachel Street Suite 650
South Jordanbury, OH 17336"
83284.545,7.61,6.31,3.45,33854.607,1668905.285,"48528 Kristine Skyway
South Jodifort, WV 31717-0846"
83882.085,6.544,7.719,3.09,25838.856,1670256.59,"4456 Kelly Cove
New Thomasbury, KY 18631-6214"
51668.555,5.746,7.276,5.39,34668.4,999408.2511,"2411 Deanna Parkways Suite 204
West Theodore, NE 88598-8169"
61989.919,4.825,7.683,5.09,35997.832,925163.746,"209 Jennifer Causeway Suite 541
Brandonville, KS 01189-6898"
67043.212,4.877,7.555,3.19,62402.742,1375215.062,"Unit 3491 Box 0706
DPO AP 96821"
59048.752,5.848,6.585,4.46,14520.605,562839.4687,"68008 Taylor Streets
Grayburgh, CT 95202-6505"
74665.968,4.808,7.04,5.43,59036.116,1844929.156,"546 Wheeler Ford Apt. 311
Listad, PR 99664-0344"
85345.136,4.68,7.228,6.11,13088.156,904497.3171,"15943 Megan Terrace
Pettystad, PR 56222"
73415.995,6.375,6.728,4.05,41628.893,1479603.756,"6009 Lewis Rapid Apt. 018
Davisfurt, DE 04152"
67367.206,5.462,7.554,4.34,33098.386,1094574.185,"171 Cannon River
Lake Joseph, TN 83192-2232"
58846.317,6.041,7.018,4.36,42617.739,1235681.793,"6581 Lisa Branch Apt. 652
Carrollmouth, VA 28735-6494"
50794.029,6.725,8.003,6.07,39943.638,1156979.915,"USNS Berg
FPO AA 83492"
57679.76,6.02,8.475,3.03,53494.946,1545507.565,"38462 Cox Field Suite 850
Lake Mark, GU 84861"
70276.296,6.046,6.854,3.09,34846.047,1342997.645,"93689 Montgomery Prairie Apt. 432
Wolfebury, OR 54163"
60772.831,6.768,6.907,4.35,38147.51,1178846.066,"847 Jessica Street
Nicoleberg, FL 09088-9985"
68994.066,6.433,7.321,4.13,44604.681,1335830.792,"9272 Bates Port
Maddenton, WV 08558-3008"
44214.601,5.157,7.343,3.1,49640.172,786430.8996,"673 Valerie Landing Suite 523
New Williamborough, MN 06880"
44566.94,6.316,7.626,5.36,26564.193,775325.9163,"675 Morrison Plain
South Kaylaborough, AK 41760"
65825.829,7.088,6.897,2.21,36959.626,1238396.412,"10377 Tucker Lakes Apt. 172
Carterchester, WI 06196"
81638.611,5.24,6.392,4.15,38212.698,1317467.582,"8688 Jerry Neck
South Donna, RI 54045-1736"
83441.872,5.54,7.311,6.47,24482.058,1384798.011,"2726 Fuentes Springs Suite 886
South Franklin, PA 11544"
61846.136,5.058,7.681,3.39,69621.713,1504315.619,"8500 Colin Shores Apt. 432
New Gilbert, FM 03165"
66407.24,4.474,5.345,4.28,31395.122,626085.933,"15807 Thomas Mission
Lake Amy, PW 64191"
64469.91,6.034,7.607,3.31,29247.455,1057308.29,"2638 Parker Union Suite 033
South Charles, OR 38091-0348"
66469.318,5.182,7.672,3.41,36227.354,1095768.733,"69803 Smith Rest Suite 384
Lake Miranda, FL 55744"
81742.851,5.796,7.223,6.18,40562.499,1630434.841,"Unit 1502 Box 9883
DPO AA 22110-4830"
67229.367,7.284,5.871,2.26,26894.232,1109559.852,"Unit 3782 Box 1041
DPO AP 59400-8142"
70486.9,5.786,6.998,3.09,26725.638,987026.3707,"802 Walters Fork
Hardingmouth, MN 97313-1424"
68419.104,5.354,8.112,3.13,34638.534,1296121.432,"USNV Fuentes
FPO AA 18414-6697"
69618.329,5.335,6.251,3.36,30006.815,800628.747,"53366 Wells Harbors Suite 205
Moodystad, RI 51788-4199"
61297.346,5.606,6.634,4.31,26656.952,785399.1395,"8524 King Lake
Meadowsmouth, TX 61037-7289"
61285.236,5.98,6.101,3.02,29544,953819.2096,"32474 Kent Plain
New Nicholas, WV 92542"
82389.522,5.013,7.156,4.29,32494.14,1299924.798,"81535 Smith Fields Apt. 860
Port Maryfort, UT 25152-7291"
77168.993,6.215,7.37,6.3,28109.088,1328586.29,"2206 Michael Place
Kevinhaven, TX 51899"
74048.935,7.985,7.176,3.21,27782.67,1551390.379,"9948 Johnson Plain
Susanside, AK 42875-7450"
53617.296,5.768,6.705,3.24,24737.497,533386.7712,"0302 Lawrence Flats
Underwoodbury, OH 73036"
80850.042,6.635,6.622,2.1,41420.161,1501103.493,"PSC 9862, Box 7769
APO AA 73086-0222"
68901.144,5.295,5.469,2.01,30832.668,956764.0141,"53280 Renee Canyon
Christopherland, IL 44788-8245"
50442.266,4.768,7.248,6.07,33439.807,644142.4757,"0645 Arroyo Trail
East Michelle, LA 07906-8981"
70745.909,6.173,7.832,3,34915.51,1392313.726,"515 Perkins Centers
Justinfurt, ID 88176"
57868.267,6.043,7.424,6.27,45196.154,1189069.105,"PSC 8150, Box 6860
APO AE 97253"
62554.555,5.554,6.287,4.36,39403.96,923971.5832,"842 Bryan Branch Apt. 031
Foxborough, MT 33830"
61283.389,3.882,7.518,4.45,36616.659,720059.8348,"673 Cox Causeway
Port Robert, KY 19449-4787"
77632.222,4.515,7.454,5.1,39950.295,1309938.767,"913 Jennifer Gateway
Priceburgh, IA 07032"
79874.739,4.936,7.146,4.14,30410.233,1196996.681,"427 William Estates
New David, AS 97086-1735"
64346.988,5.791,6.979,2.02,32337.733,959102.081,"73554 Justin Springs Suite 074
South Barbaramouth, AZ 98406"
83875.56,7.244,8.523,5.46,30783.17,1735416.921,"889 Michael Park Suite 582
East Kathleen, WV 56246-6708"
70365.515,6.579,7.384,4.17,29450.53,1500481.76,"467 Charles Corner Suite 640
New Dennisstad, CA 86309"
55468.487,6.784,7.799,3.4,37666.331,1099351.354,"53604 Charles Inlet
North Sarah, RI 84479"
68186.032,6.889,8.432,3.17,33350.48,1460364.3,"925 Jeffrey Flats
Hendersonland, IL 00112-7975"
71850.312,6.121,6.724,2.2,44013.324,1371640.932,"29275 Wade Bypass Apt. 677
Lake Jonathantown, NM 62508"
61000.16,6.692,7.86,3.47,60697.639,1739761.373,"55801 Lisa Union
Herreramouth, GU 34932-6800"
56036.739,7.207,6.59,4.4,33127.902,1143672.825,"7660 Lewis Springs Apt. 280
Greeneshire, VT 67668-0305"
70614.717,6.21,5.47,4.45,39449.988,1113313.409,"84727 Diaz Stream Apt. 922
Lewishaven, NC 81679"
71208.269,5.3,6.078,4.01,25696.362,920747.9113,"796 Joshua Forges Suite 834
Bensonside, CA 82761"
73376.986,6.365,8.271,5,37811.867,1560615.501,"USNS Pearson
FPO AP 81151"
60823.128,6.291,7.61,5.44,35447.295,1023595.113,"USS Berry
FPO AE 35347"
71676.067,7.292,6.566,4.44,45994.225,1577462.034,"53827 Hines Garden
West Josephland, RI 37586-5546"
76144.483,7.627,6.134,3.12,17355.289,1366405.972,"25182 Long Mountain
Baileyfort, MO 57068"
89548.148,4.928,6.417,4.32,39759.648,1403802.502,"942 Alvarez Fork Suite 039
Quinnborough, AZ 54522"
65273.045,6.107,8.562,6.1,40094.904,1431406.513,"82353 Ronnie Parkway
Anneton, MD 97130-3540"
82973.138,7.267,5.576,4,22098.227,1167626.736,"56832 Roberts Squares Suite 942
North Virginia, MI 05865-5923"
37908.676,6.234,7.253,6.07,39632.08,880402.7569,"901 Peter Fort Apt. 157
Taylorfort, ND 06249-9518"
70374.653,7.093,6.925,2.27,35981.183,1428693.93,"15503 Garcia Lane
Hardymouth, AK 11574-6906"
68672.561,6.136,6.82,2.23,45020.753,1301935.92,"5644 Elliott Fall Apt. 897
Port Morgan, MS 40046"
77112.171,6.634,6.296,2.29,36552.223,1506656.826,"125 Ferguson Way
Gordonburgh, AZ 65380"
58725.632,6.819,6.026,2.27,22762.466,866689.0912,"3321 Timothy Harbor
East Shannonhaven, ID 39704-4663"
69285.681,4.499,6.463,2.49,42643.909,1017105.371,"382 Kaitlyn Springs
Singletontown, AS 01030"
70543.067,6.107,8.385,5.32,31116.216,1480328.345,"1864 Reynolds Key Suite 000
North Anita, FL 02822"
55899.516,5.22,5.164,2.01,43063.504,738411.5218,"Unit 3360 Box 2701
DPO AP 62975"
71375.952,6.27,6.76,3.25,42699.724,1314245.82,"9820 Colleen Underpass Suite 077
East William, GA 30315-2964"
77053.135,5.274,8.94,6.09,37397.681,1587622.641,"USCGC Jefferson
FPO AE 46785-9469"
74741.008,4.862,6.607,2.45,33984.107,1124424.927,"USNV Jennings
FPO AE 37951-6327"
35797.323,5.544,7.795,5,24844.2,299863.0401,"645 Mary Radial
East Roberto, CA 23652-5430"
60850.702,3.691,7.415,4.41,56303.306,873515.9385,"511 Daniel Ferry Apt. 953
Robertmouth, OR 77859"
68383.197,6.251,6.583,4.21,37285.039,1083187.427,"94449 Natasha Junctions
Sarahview, NM 42352"
77434.939,6.051,6.829,2.32,41866.189,1598593.733,"00656 William Squares
Johnmouth, WV 45911"
73685.404,8.916,6.292,3.05,36000.506,1798927.098,"7178 Michael Key Apt. 038
Mccallmouth, MS 37873-8910"
59348.627,6.512,7.523,6.29,35785.389,893541.4569,"639 Catherine Spring Apt. 944
Shannonside, PA 98980-9056"
61197.967,5.578,7.393,3.46,35551.385,1032043.212,"614 Jodi Branch
West Victorchester, TX 85087-6434"
79007.548,6.606,7.682,5.11,23460.733,1412776.577,"31832 Harris Gardens Suite 609
New Charles, NH 96925"
69465.31,6.062,8.747,5.46,43677.392,1621700.463,"5536 Thomas Viaduct Apt. 622
Adamborough, FM 43195-6662"
69525.331,6.697,7.018,3.22,36950.451,1343162.637,"6617 Helen Unions
South Susan, MO 41149-7551"
58334.706,5.896,8.225,4.18,23907.771,965074.8047,"4062 Alexander Road
Floydchester, MN 54215"
71816.254,5.504,8.193,6.34,26990.299,1253609.764,"PSC 8990, Box 5293
APO AE 95141"
68998.523,7.02,7.285,6.18,35821.417,1399979.667,"562 Joseph Rapids
Lake Kristinville, WA 74464-4314"
53362.686,7.536,7.56,3.15,50304.748,1451658.877,"2765 Robert Viaduct
Port Katherineburgh, IA 85708-6249"
63713.273,4.787,8.018,3.12,42507.612,1032346.87,"81018 Melissa Keys
Lake Mariachester, MD 05009-1830"
63079.172,6.381,8.996,3.05,21940.747,1201110.294,"USCGC Griffin
FPO AA 79620-2929"
75263.116,3.607,7.96,5.36,30888.75,1185160.861,"3554 Sydney Bridge Suite 219
Jennifermouth, NJ 82363-0193"
67468.615,7.08,7.619,3.03,44476.166,1641226.584,"2003 Lori Radial
Kendraberg, OK 79288"
63162.176,4.268,8.825,5.01,38697.798,1203094.09,"3214 Davis Key
East Richardshire, VT 43206"
67794.295,8.105,6.212,2.45,25903.809,1343394.634,"753 Gerald Locks
West Albert, IN 31235"
58676.412,5.978,5.667,3.4,56269.463,1213852.473,"49686 Walker Burg Apt. 611
Huynhmouth, VI 86964-8089"
48537.084,6.802,6.741,3.22,18691.31,581200.0967,"97792 Daniel Village
Nashport, VA 34332-6982"
75437.523,5.018,4.684,2.1,31432.73,877566.822,"USNS Crawford
FPO AE 20733-0244"
75989.282,7.804,8.126,3.49,37299.515,1843979.304,"USS Galvan
FPO AA 85454-9012"
55766.1,6.012,6.766,3.21,45764.005,1113647.87,"313 Dana Overpass Apt. 097
Timothymouth, MP 13640"
66169.905,6.911,6.467,2.06,25362.121,1120439.365,"666 Patrick Islands
East Chaseside, CT 39131"
83470.587,5.394,8.431,3.14,39220.941,1694139.127,"8845 Lori Summit Apt. 799
Allenstad, OK 68168-8230"
62223.2,6.421,6.921,2.45,35450.555,1197307.146,"481 Sarah Plaza
East Meganton, SD 39173-7869"
83357.45,6.073,6.23,3.05,28688.31,1168822.817,"10850 Nichols Manors
South Bradley, PA 54126"
64204.721,4.862,7.715,6.21,46157.439,1233484.477,"622 Austin Union
Donnaside, NY 82528"
87551.601,6.749,6.674,3.36,26612.96,1455556.466,"477 William Ville
South Laurie, KS 17387-7716"
61449.431,4.9,7.026,5.26,42419.866,1063182.696,"08948 Mia Rue Suite 821
Tatechester, DC 53668-4238"
75289.631,5.133,7.537,5.12,21667.436,1152046.592,"5512 Foster Locks Suite 133
Thomasshire, SC 35874"
68789.329,5.851,8.258,3.5,41491.22,1555184.581,"PSC 2409, Box 2579
APO AA 82056-9434"
55557.74,5.838,5.87,4.31,19220.933,499548.0114,"164 Phillips Radial
East Derekburgh, MH 12917-2968"
61783.901,6.903,8.216,4.09,34189.248,1405495.71,"14998 Michelle Route Apt. 680
Angelamouth, MD 51062-2051"
78926.165,5.164,6.424,2.43,34478.066,1151211.909,"04415 Angela Street
Lake Timothy, NC 51744"
73263.335,5.929,6.694,3.15,30957.848,1362436.154,"017 Dawn Trafficway Suite 522
Dianaborough, WV 49100"
75156.537,6.308,7.322,5.5,38652.358,1412501.246,"569 Campbell Meadows Apt. 296
Lake Lorifurt, VT 91278"
68945.169,6.249,6.976,4.21,30124.272,1249669.628,"520 Chapman Haven Apt. 595
New Annettefort, VI 09640-6515"
65632.926,6.42,5.93,4.43,42803.221,1184527.374,"76258 Miller Station Suite 386
Lake Heatherport, NM 29988"
67814.859,6.061,8.327,3.32,43477.657,1557914.89,"95320 Sharp Parkways
Port Tiffany, WV 50541-5216"
71045.192,6.041,6.182,4.46,30143.969,1169265.146,"6888 Larry Trafficway Suite 869
South David, ND 24759"
49211.36,6.376,6.135,2.04,21182.081,449728.101,"234 Dale Estates
New Jennifermouth, IA 96522-2177"
62491.558,7.202,8.345,5.4,24677.901,1295918.333,"155 Weiss Crescent
South Mark, CA 60811"
62500.963,4.8,7.398,6.07,38180.265,877822.6629,"40991 Tara Forges
South Ronald, NC 20408-0652"
65706.756,6.181,5.698,4.31,42527.786,1271340.381,"0612 Jimenez Way
Arnoldfort, TX 11863-1792"
65453.867,6.514,7.195,6.5,49972.472,1410010.994,"4130 Long Inlet Apt. 961
North Richardtown, NH 89056-7178"
56161.346,6.426,7.065,5.37,46485.051,1140187.681,"7595 David Village
Phillipchester, NJ 96227-7495"
70885.421,6.359,7.25,5.42,38627.301,1547888.633,"340 David Forges
West Sandrabury, DE 15884-2997"
94805.339,6.272,4.839,4.49,45481.453,1813996.933,"Unit 4204 Box 6566
DPO AA 89678"
65579.378,5.953,5.828,2.33,41260.3,1063130.946,"USNV Cervantes
FPO AA 22656-4184"
60457.64,6.432,7.243,6.38,39182.486,1280276.424,"1940 Michael Roads Suite 302
Crosbymouth, AZ 98409"
74191.19,6.423,6.348,4.28,33838.795,1194515.338,"981 Daniel Well
Lake Jenniferport, NV 03109-5173"
74469.438,5.874,6.881,4.47,35370.307,1399892.256,"04389 Cathy Village Apt. 129
Mcgeeview, NC 63795"
57699.658,7.004,6.655,3.17,60849.317,1601482.767,"8073 Hendrix Corners
Coopershire, AZ 02395"
75342.975,5.987,7.28,6.37,42151.269,1540997.886,"066 Keith Turnpike
South Rebeccahaven, AK 73792-2345"
52193.017,6.334,7.44,5.11,45134.842,1107077.913,"1661 Lynn Grove
Floresbury, ID 25268"
85386.925,5.728,8.015,6.21,45248.478,1922406.383,"0874 Thomas Landing
Knightside, IN 13474-9577"
79064.683,5.256,6.451,3.02,43834.108,1261761.231,"09098 Phillips Extensions
North Mark, WV 45805"
80256.981,6.411,5.28,2.39,40240.579,1232992.841,"91627 Robert Shoal Suite 118
Sharonport, DE 91527-7302"
73411.342,6.074,9.296,5.1,28435.151,1640359.139,"31050 Cole Meadow Apt. 478
New Jeffreyside, KS 41326-5833"
69089.873,5.469,6.629,3.27,30622.359,1020536.191,"Unit 5418 Box 0146
DPO AP 59920"
64909.041,6.636,9.055,5.1,42180.648,1577849.524,"PSC 0168, Box 7925
APO AA 41788"
76936.141,5.955,6.185,4.21,23283.115,962069.002,"382 Bates Ranch Suite 216
Lake Krystal, MD 82707-2229"
55734.748,6.58,7.28,3.42,32524.628,1073347.545,"366 Reilly Island
Sampsonfort, MP 48533"
84040.5,6.322,5.275,2.24,44711.081,1609092.318,"52318 David Plain
Port Marcusshire, ND 91199"
79522.971,4.591,8.044,6.28,61223.998,1727453.155,"682 Taylor Prairie Apt. 893
Debramouth, ID 81085"
64715.018,6.573,6.752,3.32,37212.312,1474466.88,"7635 Bryan Spurs Suite 094
Erinmouth, NC 26418-8921"
75136.309,7.206,8.223,5.14,35514.535,1633138.098,"960 Wagner Meadows Apt. 373
Amyport, GA 05256-5382"
72606.049,7.341,7.343,6.16,31550.415,1629345.787,"80592 Hendricks Extension
Shaneberg, DE 57151"
59979.987,5.368,7.287,6.27,33072.605,980049.3901,"545 Flores Shoal Suite 364
Ericatown, IL 38240"
65567.859,5.185,6.544,4.22,44057.15,928538.7848,"033 Jennifer Squares
Lake Seanmouth, SC 57286-2829"
55250.11,5.561,6.105,4.12,22912.067,583016.7919,"216 Erin Junctions Apt. 524
East Anthony, VT 42099-5384"
81137.463,7.727,6.792,3.21,34493.747,1659170.513,"990 Kelly Greens Apt. 165
Hernandezfort, TX 47559"
73340.581,3.596,6.262,3.31,36956.975,1039332.667,"2003 Karen Harbor Suite 320
West Sarahport, AS 42200-8404"
77622.958,6.738,6.043,3.34,51102.442,1599996.961,"44268 Michele Square Apt. 984
Collinsside, WI 00405"
57542.626,4.788,8.289,4.16,46205.876,1059406.13,"2725 Evan Street
Lake Cynthiahaven, LA 24296-0534"
52848.63,5.33,5.829,4.48,53628.682,880132.844,"9306 Wright Park Apt. 278
South Jacquelinefort, IL 99300-9697"
73654.464,6.856,4.78,3.31,31859.24,1251873.624,"24388 Jones Tunnel Apt. 628
Tiffanyport, MD 02126-2539"
60041.207,3.99,7.408,3.06,50637.874,697656.5924,"822 Delgado Plain Suite 549
Lake Diane, ME 24466"
64379.896,5.668,8.459,5,32228.255,1075314.593,"919 Pena Isle Suite 282
Christopherfort, IN 97810"
63317.595,5.128,8.139,6.07,44066.963,1283151.802,"793 Solomon Trail
North Caseyhaven, PW 83256-4751"
68895.755,5.818,7.606,4.24,43119.313,1213351.632,"03733 Spencer Harbor Suite 960
South David, WV 98357"
57045.766,4.397,6.956,2.09,49759.272,793894.9732,"5845 Emily Mountains Suite 577
Candiceborough, VI 08135-5978"
83714.109,6.314,7.519,4.41,28369.938,1524621.728,"PSC 1257, Box 7891
APO AA 21399"
62968.651,5.294,5.457,3.25,24554.563,556839.6371,"02689 George Hill
Lake Chadton, MS 30265"
56727.631,6.373,7.29,6.38,20471.441,815569.5956,"76668 Roth Hills
West Angela, NC 69190-9430"
76563.975,7.205,6.505,3.39,14415.789,1137060.067,"08933 William Mill
West Barbarafurt, CO 34069-2100"
64938.752,5.09,7.162,6.13,34736.08,1058610.752,"0258 Larson River Apt. 383
Lake Maureen, MA 69401"
52361.248,5.35,6.595,3.05,48661.99,971200.2426,"4569 Christine Lane
North Sherriville, PR 43609-1989"
81602.539,3.719,6.171,2.14,18687.51,757719.6586,"73637 White Bridge
West Kimberlyville, IL 14832-8556"
